item_id,date,p10,p50,p90
client_260,2014-12-31T14:00:00Z,71.2675170898,81.3498687744,96.2883682251
client_260,2014-12-31T15:00:00Z,70.5392837524,80.5536727905,95.1015853882
client_260,2014-12-31T16:00:00Z,71.523147583,80.4401550293,93.9951934814
client_260,2014-12-31T17:00:00Z,68.9332275391,76.7445678711,89.9872589111
client_260,2014-12-31T18:00:00Z,67.7972488403,78.3686218262,91.6175231934
client_260,2014-12-31T19:00:00Z,66.3668441772,74.7960357666,88.6650924683
client_260,2014-12-31T20:00:00Z,62.7183532715,73.886756897,87.9139404297
client_260,2014-12-31T21:00:00Z,58.1372718811,67.4540405273,80.2516479492
client_260,2014-12-31T22:00:00Z,47.1608390808,54.9549713135,64.8954620361
client_260,2014-12-31T23:00:00Z,31.6409416199,38.7110099792,47.9653968811
client_260,2015-01-01T00:00:00Z,25.5384120941,29.3724517822,35.9471817017
client_133,2014-12-30T13:00:00Z,18.6212730408,27.8405208588,37.9236030579
client_133,2014-12-30T14:00:00Z,12.2374191284,20.8983440399,31.3118591309
client_133,2014-12-30T15:00:00Z,17.8613243103,26.4613990784,34.1459121704
client_133,2014-12-30T16:00:00Z,16.8843460083,24.9156227112,32.925819397
client_133,2014-12-30T17:00:00Z,17.2731323242,25.1108264923,33.1486206055
client_133,2014-12-30T18:00:00Z,17.4140110016,23.8318805695,34.8675193787
client_133,2014-12-30T19:00:00Z,15.4211521149,20.6607875824,27.6091842651
client_133,2014-12-30T20:00:00Z,11.0288181305,16.4372367859,21.8020687103
client_133,2014-12-30T21:00:00Z,6.8564543724,11.8408660889,19.0856933594
client_133,2014-12-30T22:00:00Z,7.325334549,11.813539505,16.8119812012
client_133,2014-12-30T23:00:00Z,7.8707742691,11.6279611588,15.506193161
client_133,2014-12-31T00:00:00Z,8.113861084,11.3798370361,14.8065261841
client_133,2014-12-31T01:00:00Z,8.540019989,11.2722015381,14.7776527405
client_133,2014-12-31T02:00:00Z,6.6679954529,10.9045124054,14.5167226791
client_133,2014-12-31T03:00:00Z,6.7705550194,10.4805908203,14.4341459274
client_133,2014-12-31T04:00:00Z,6.6058158875,9.8942337036,15.1257610321
client_133,2014-12-31T05:00:00Z,6.0069952011,9.7409877777,13.4885702133
client_133,2014-12-31T06:00:00Z,4.7777581215,7.9120264053,11.188709259
client_133,2014-12-31T07:00:00Z,5.4964370728,10.0988807678,13.5883989334
client_133,2014-12-31T08:00:00Z,12.0495786667,17.632144928,27.1661090851
client_133,2014-12-31T09:00:00Z,15.544095993,25.5647544861,38.3037338257
client_133,2014-12-31T10:00:00Z,15.0679893494,29.705657959,40.7502670288
client_133,2014-12-31T11:00:00Z,14.5624275208,26.7649822235,41.0814476013
client_133,2014-12-31T12:00:00Z,10.4259738922,24.1182842255,37.9061431885
client_133,2014-12-31T13:00:00Z,10.3910160065,21.8014431,36.4498901367
client_133,2014-12-31T14:00:00Z,5.9200744629,18.0596828461,30.2565994263
client_133,2014-12-31T15:00:00Z,4.0020971298,21.8953475952,35.0424385071
client_133,2014-12-31T16:00:00Z,10.9118967056,21.7970600128,33.0931434631
client_133,2014-12-31T17:00:00Z,10.2069425583,20.5230102539,35.1961517334
client_133,2014-12-31T18:00:00Z,11.9105815887,20.7620983124,30.6282100677
client_133,2014-12-31T19:00:00Z,6.3511314392,14.9631233215,25.1385002136
client_133,2014-12-31T20:00:00Z,4.6720848083,10.9448776245,17.8562469482
client_133,2014-12-31T21:00:00Z,3.1840605736,8.6164102554,14.4410400391
client_133,2014-12-31T22:00:00Z,3.3041753769,7.5548763275,13.1379880905
client_133,2014-12-31T23:00:00Z,4.0620765686,8.5351448059,12.4608278275
client_133,2015-01-01T00:00:00Z,5.3546104431,9.2457962036,12.9067487717
client_318,2014-12-30T13:00:00Z,90.1561660767,96.4324569702,102.379486084
client_318,2014-12-30T14:00:00Z,94.4146118164,102.7449645996,110.0257949829
client_318,2014-12-30T15:00:00Z,86.3786010742,94.6072006226,103.205406189
client_318,2014-12-30T16:00:00Z,93.8510894775,101.5953903198,109.84425354
client_318,2014-12-30T17:00:00Z,94.8349380493,106.0458145142,115.0043182373
client_318,2014-12-30T18:00:00Z,99.8818893433,109.507232666,121.313369751
client_318,2014-12-30T19:00:00Z,103.5010910034,111.1798629761,122.3429336548
client_318,2014-12-30T20:00:00Z,108.0771789551,116.3134307861,127.6167297363
client_318,2014-12-30T21:00:00Z,99.5204391479,110.4146270752,121.9019775391
client_318,2014-12-30T22:00:00Z,93.5802688599,103.5524139404,112.8395080566
client_318,2014-12-30T23:00:00Z,73.5447845459,81.1596374512,89.3539733887
client_318,2014-12-31T00:00:00Z,49.4644241333,56.4519691467,63.7030067444
client_318,2014-12-31T01:00:00Z,50.392791748,56.0810317993,62.131816864
client_318,2014-12-31T02:00:00Z,49.5647659302,56.2238540649,61.3163642883
client_318,2014-12-31T03:00:00Z,42.7316703796,49.7274246216,55.5442466736
client_318,2014-12-31T04:00:00Z,47.0342025757,51.7093315125,57.7146873474
client_318,2014-12-31T05:00:00Z,47.5754928589,53.1946525574,59.2982521057
client_318,2014-12-31T06:00:00Z,58.4513168335,64.4876251221,71.0134353638
client_318,2014-12-31T07:00:00Z,71.4222106934,78.2066116333,84.2319869995
client_318,2014-12-31T08:00:00Z,76.1549682617,85.5763473511,94.6764373779
client_318,2014-12-31T09:00:00Z,82.5193328857,91.4375762939,102.6051712036
client_318,2014-12-31T10:00:00Z,88.8032226562,96.6887130737,106.4981307983
client_318,2014-12-31T11:00:00Z,90.4130783081,100.2648620605,111.0682144165
client_318,2014-12-31T12:00:00Z,87.2063980103,98.8805847168,111.1684417725
client_318,2014-12-31T13:00:00Z,90.0643081665,102.5298309326,115.6502685547
client_318,2014-12-31T14:00:00Z,94.8614654541,106.2977142334,115.7617111206
client_318,2014-12-31T15:00:00Z,84.9504318237,97.4466705322,109.0108642578
client_318,2014-12-31T16:00:00Z,90.9843597412,101.8397140503,115.143157959
client_318,2014-12-31T17:00:00Z,93.8233184814,105.4714508057,118.1222839355
client_318,2014-12-31T18:00:00Z,99.2997665405,110.9822235107,123.2851104736
client_318,2014-12-31T19:00:00Z,98.3082962036,110.3094787598,121.1675415039
client_318,2014-12-31T20:00:00Z,99.93359375,111.6729660034,124.1205749512
client_318,2014-12-31T21:00:00Z,92.1912689209,104.172744751,113.350440979
client_318,2014-12-31T22:00:00Z,83.8841934204,96.0769882202,105.4817810059
client_318,2014-12-31T23:00:00Z,68.2907028198,75.9241790771,83.1165771484
client_318,2015-01-01T00:00:00Z,49.8317298889,54.5001487732,61.8538780212
client_289,2014-12-30T13:00:00Z,793.1430053711,828.3980102539,861.1597290039
client_289,2014-12-30T14:00:00Z,788.8787231445,832.5075683594,872.0592041016
client_289,2014-12-30T15:00:00Z,783.4893188477,820.5267944336,866.0985107422
client_289,2014-12-30T16:00:00Z,808.2104492188,842.6564941406,881.9628295898
client_289,2014-12-30T17:00:00Z,825.2496337891,858.6690673828,905.1547851562
client_289,2014-12-30T18:00:00Z,821.8771972656,868.7059326172,920.3890380859
client_289,2014-12-30T19:00:00Z,829.1743164062,878.258605957,929.2491455078
client_289,2014-12-30T20:00:00Z,712.5563354492,751.2528686523,806.4981079102
client_289,2014-12-30T21:00:00Z,625.0709228516,671.7354736328,723.2158813477
client_289,2014-12-30T22:00:00Z,598.2520141602,628.6541748047,674.1801757812
client_289,2014-12-30T23:00:00Z,566.5599365234,598.0017700195,645.704284668
client_289,2014-12-31T00:00:00Z,531.3179931641,573.1290893555,614.1315917969
client_289,2014-12-31T01:00:00Z,487.9375,528.2133178711,574.8539428711
client_289,2014-12-31T02:00:00Z,479.0162658691,525.6658935547,562.5821533203
client_289,2014-12-31T03:00:00Z,471.9344177246,513.3544311523,556.544921875
client_289,2014-12-31T04:00:00Z,464.7776184082,501.6192932129,541.6706542969
client_289,2014-12-31T05:00:00Z,496.7379455566,526.6976928711,572.1616210938
client_289,2014-12-31T06:00:00Z,721.8739624023,767.5476074219,816.0858154297
client_289,2014-12-31T07:00:00Z,781.3572998047,837.098815918,878.9911499023
client_289,2014-12-31T08:00:00Z,806.7131347656,864.505859375,923.4479980469
client_289,2014-12-31T09:00:00Z,767.6076660156,823.4739379883,883.6734619141
client_289,2014-12-31T10:00:00Z,783.0731201172,830.2518920898,896.1563110352
client_289,2014-12-31T11:00:00Z,765.6763305664,812.6981201172,868.7083740234
client_289,2014-12-31T12:00:00Z,767.310546875,820.9259643555,878.1292724609
client_289,2014-12-31T13:00:00Z,781.3298339844,823.8012695312,884.1126098633
client_289,2014-12-31T14:00:00Z,771.0938720703,815.7645263672,868.7723999023
client_289,2014-12-31T15:00:00Z,734.2621459961,791.0477294922,839.3298950195
client_289,2014-12-31T16:00:00Z,749.8796386719,799.8142700195,868.8609008789
client_289,2014-12-31T17:00:00Z,767.1745605469,821.5943603516,889.0443115234
client_289,2014-12-31T18:00:00Z,790.2016601562,838.6677856445,907.8980102539
client_289,2014-12-31T19:00:00Z,795.9847412109,844.3896484375,906.0571289062
client_289,2014-12-31T20:00:00Z,689.4307250977,734.0285644531,772.9338989258
client_289,2014-12-31T21:00:00Z,596.3088989258,639.0394287109,681.0402832031
client_289,2014-12-31T22:00:00Z,570.205078125,603.5545654297,642.2362060547
client_289,2014-12-31T23:00:00Z,527.9811401367,570.6106567383,611.4307861328
client_289,2015-01-01T00:00:00Z,512.9995117188,543.1950073242,578.7975463867
client_361,2014-12-30T13:00:00Z,39480.7421875,41803.7109375,44752.984375
client_361,2014-12-30T14:00:00Z,40166.26953125,42460.515625,45090.70703125
client_361,2014-12-30T15:00:00Z,40183.75390625,43671.84375,46834.19921875
client_361,2014-12-30T16:00:00Z,40781.03125,44366.9453125,47956.19140625
client_361,2014-12-30T17:00:00Z,40958.91015625,44205.0859375,47191.66015625
client_361,2014-12-30T18:00:00Z,44322.19140625,47813.83984375,50336.7109375
client_361,2014-12-30T19:00:00Z,45088.1953125,47290.42578125,49476.94921875
client_361,2014-12-30T20:00:00Z,43512.84765625,46849.8515625,48761.46484375
client_361,2014-12-30T21:00:00Z,41767.91796875,43988.55859375,45938.93359375
client_361,2014-12-30T22:00:00Z,41241.84375,42901.6796875,45067.875
client_361,2014-12-30T23:00:00Z,35124.0390625,36722.34375,38678.984375
client_361,2014-12-31T00:00:00Z,26977.837890625,28588.958984375,30120.486328125
client_361,2014-12-31T01:00:00Z,17737.591796875,18916.9296875,20477.123046875
client_361,2014-12-31T02:00:00Z,12562.4033203125,13718.38671875,14713.390625
client_361,2014-12-31T03:00:00Z,11478.78515625,12642.80859375,13718.8486328125
client_361,2014-12-31T04:00:00Z,10878.5078125,11638.8544921875,12829.9765625
client_361,2014-12-31T05:00:00Z,10569.8349609375,11450.765625,12487.1552734375
client_361,2014-12-31T06:00:00Z,10151.078125,11321.2841796875,12455.1162109375
client_361,2014-12-31T07:00:00Z,9722.25,10640.15625,11859.4140625
client_361,2014-12-31T08:00:00Z,10629.8359375,11692.33203125,12992.025390625
client_361,2014-12-31T09:00:00Z,14090.900390625,15869.1396484375,17402.23828125
client_361,2014-12-31T10:00:00Z,29766.359375,31981.640625,33460.5859375
client_361,2014-12-31T11:00:00Z,36716.4140625,38517.20703125,42135.9453125
client_361,2014-12-31T12:00:00Z,37832.18359375,41033.12109375,44078.06640625
client_361,2014-12-31T13:00:00Z,39113.92578125,41253.09765625,43977.77734375
client_361,2014-12-31T14:00:00Z,38908.34375,42295.6953125,45520.48046875
client_361,2014-12-31T15:00:00Z,39622.2109375,43159.40234375,46092.83203125
client_361,2014-12-31T16:00:00Z,39755.16796875,42771.41015625,46059.93359375
client_361,2014-12-31T17:00:00Z,39568.640625,42878.9609375,45574.85546875
client_361,2014-12-31T18:00:00Z,43782.421875,46490.01171875,48927.9375
client_361,2014-12-31T19:00:00Z,42795.8515625,45237.421875,47675.57421875
client_361,2014-12-31T20:00:00Z,41508.9296875,43953.34375,46284.203125
client_361,2014-12-31T21:00:00Z,39330.63671875,42058.828125,44141.15234375
client_361,2014-12-31T22:00:00Z,37370.3203125,39912.7734375,42494.96875
client_361,2014-12-31T23:00:00Z,31334.21484375,33767.94140625,36488.1328125
client_361,2015-01-01T00:00:00Z,24030.482421875,26191.185546875,28133.048828125
client_174,2014-12-30T13:00:00Z,186.9959564209,198.1069641113,212.596786499
client_174,2014-12-30T14:00:00Z,173.5602722168,185.2383117676,199.0256195068
client_174,2014-12-30T15:00:00Z,161.2710723877,176.7931976318,194.057220459
client_174,2014-12-30T16:00:00Z,162.3631286621,178.6681518555,197.4441375732
client_174,2014-12-30T17:00:00Z,165.7796783447,178.5735778809,195.0222625732
client_174,2014-12-30T18:00:00Z,167.8441772461,184.3413543701,201.7979888916
client_174,2014-12-30T19:00:00Z,163.4574584961,178.118560791,198.8505096436
client_174,2014-12-30T20:00:00Z,149.3990020752,170.8300476074,191.0673828125
client_174,2014-12-30T21:00:00Z,150.6383666992,166.5165557861,182.5447540283
client_174,2014-12-30T22:00:00Z,108.4273452759,118.8406906128,133.70262146
client_174,2014-12-30T23:00:00Z,78.1795425415,88.1981964111,100.9026031494
client_174,2014-12-31T00:00:00Z,77.3137283325,88.4161682129,98.3954315186
client_174,2014-12-31T01:00:00Z,79.7972335815,88.9255142212,98.5305862427
client_174,2014-12-31T02:00:00Z,80.3860244751,90.2058563232,97.4538574219
client_174,2014-12-31T03:00:00Z,72.8609008789,81.9667816162,92.4017562866
client_174,2014-12-31T04:00:00Z,74.167755127,81.9242706299,91.2500762939
client_174,2014-12-31T05:00:00Z,71.1749572754,80.4721832275,87.4583435059
client_174,2014-12-31T06:00:00Z,72.4090499878,81.9736480713,90.4555740356
client_174,2014-12-31T07:00:00Z,119.7493133545,131.9703826904,145.0566711426
client_174,2014-12-31T08:00:00Z,157.0065002441,170.4956207275,187.4584350586
client_174,2014-12-31T09:00:00Z,164.1291809082,186.6228179932,210.5560150146
client_174,2014-12-31T10:00:00Z,184.2627105713,206.1170349121,225.5132446289
client_174,2014-12-31T11:00:00Z,184.8848266602,203.8337097168,234.1998901367
client_174,2014-12-31T12:00:00Z,178.3664093018,201.3977050781,230.3553924561
client_174,2014-12-31T13:00:00Z,176.3411407471,195.9797210693,215.7586364746
client_174,2014-12-31T14:00:00Z,162.2788238525,183.6207427979,212.1710510254
client_174,2014-12-31T15:00:00Z,155.7393493652,175.5120239258,205.2742919922
client_174,2014-12-31T16:00:00Z,158.5096893311,178.782119751,204.5004577637
client_174,2014-12-31T17:00:00Z,159.9497375488,179.1652832031,204.7940673828
client_174,2014-12-31T18:00:00Z,167.687210083,187.6917724609,203.631149292
client_174,2014-12-31T19:00:00Z,164.3495483398,179.1601867676,196.5601959229
client_174,2014-12-31T20:00:00Z,156.2536010742,169.4698944092,187.346786499
client_174,2014-12-31T21:00:00Z,140.7280426025,156.8849487305,174.1912689209
client_174,2014-12-31T22:00:00Z,99.70262146,112.373626709,125.9096450806
client_174,2014-12-31T23:00:00Z,69.8886108398,84.4691696167,94.0445709229
client_174,2015-01-01T00:00:00Z,79.7086029053,87.6117553711,98.0042800903
client_109,2014-12-30T13:00:00Z,16.8203468323,24.8807048798,32.8797874451
client_109,2014-12-30T14:00:00Z,15.118221283,24.5610427856,32.8955612183
client_109,2014-12-30T15:00:00Z,19.9425888062,28.870672226,38.6843833923
client_109,2014-12-30T16:00:00Z,23.2491416931,31.1892242432,40.2893218994
client_109,2014-12-30T17:00:00Z,19.8282928467,29.8114452362,37.915145874
client_109,2014-12-30T18:00:00Z,18.6504745483,27.1415100098,39.5733566284
client_109,2014-12-30T19:00:00Z,24.3746623993,31.5181064606,40.0977935791
client_109,2014-12-30T20:00:00Z,27.9333000183,36.4604873657,45.0505142212
client_109,2014-12-30T21:00:00Z,20.9894981384,27.8807563782,38.2318840027
client_109,2014-12-30T22:00:00Z,26.1669998169,32.621006012,39.9906082153
client_109,2014-12-30T23:00:00Z,25.2163887024,33.121837616,39.7562980652
client_109,2014-12-31T00:00:00Z,16.8678245544,24.373008728,31.7952919006
client_109,2014-12-31T01:00:00Z,16.548532486,21.8343276978,28.1305389404
client_109,2014-12-31T02:00:00Z,14.2019634247,19.7970085144,23.6724948883
client_109,2014-12-31T03:00:00Z,11.5769920349,15.1583242416,19.4737167358
client_109,2014-12-31T04:00:00Z,11.7824840546,14.6807336807,19.1726837158
client_109,2014-12-31T05:00:00Z,12.2191028595,14.9418334961,17.956949234
client_109,2014-12-31T06:00:00Z,11.3154973984,14.5432577133,17.0317955017
client_109,2014-12-31T07:00:00Z,12.3816776276,14.5211105347,17.1074581146
client_109,2014-12-31T08:00:00Z,11.4503936768,14.5805358887,17.3734989166
client_109,2014-12-31T09:00:00Z,11.9006824493,14.7811136246,17.441526413
client_109,2014-12-31T10:00:00Z,16.303396225,19.9954376221,23.7456150055
client_109,2014-12-31T11:00:00Z,20.0981712341,25.3821182251,32.2984771729
client_109,2014-12-31T12:00:00Z,16.6767082214,24.7029762268,32.2187309265
client_109,2014-12-31T13:00:00Z,18.0144004822,27.7373638153,37.846408844
client_109,2014-12-31T14:00:00Z,18.4943008423,26.8572235107,35.1786193848
client_109,2014-12-31T15:00:00Z,25.8220386505,34.389705658,45.9028320312
client_109,2014-12-31T16:00:00Z,27.7375183105,38.6703414917,49.544052124
client_109,2014-12-31T17:00:00Z,24.3470897675,34.022228241,43.3101844788
client_109,2014-12-31T18:00:00Z,26.5739479065,36.0014152527,45.7952423096
client_109,2014-12-31T19:00:00Z,26.3315467834,40.8970298767,51.14012146
client_109,2014-12-31T20:00:00Z,25.7224025726,38.249256134,49.2009124756
client_109,2014-12-31T21:00:00Z,16.0306034088,32.3598594666,45.8137512207
client_109,2014-12-31T22:00:00Z,25.2508525848,42.2464675903,57.3066864014
client_109,2014-12-31T23:00:00Z,25.9357337952,39.9453239441,53.0340881348
client_109,2015-01-01T00:00:00Z,17.7268638611,28.9840965271,43.2643928528
client_184,2014-12-30T13:00:00Z,83.1055145264,88.9948425293,95.5721969604
client_184,2014-12-30T14:00:00Z,82.5233230591,87.5568161011,93.8370132446
client_184,2014-12-30T15:00:00Z,79.7572402954,87.0615692139,94.1138381958
client_184,2014-12-30T16:00:00Z,80.8237915039,87.2560806274,94.5345458984
client_184,2014-12-30T17:00:00Z,80.3943786621,87.4380722046,94.8263931274
client_184,2014-12-30T18:00:00Z,79.78881073,88.488861084,95.5863647461
client_184,2014-12-30T19:00:00Z,77.0875701904,84.7200393677,92.2921218872
client_184,2014-12-30T20:00:00Z,75.89037323,83.6833724976,91.563659668
client_184,2014-12-30T21:00:00Z,72.7811584473,81.4080810547,88.0772171021
client_184,2014-12-30T22:00:00Z,51.8908462524,57.0383377075,64.0532836914
client_184,2014-12-30T23:00:00Z,35.1554718018,38.9848213196,47.3551673889
client_184,2014-12-31T00:00:00Z,35.0319747925,38.8334617615,43.7317314148
client_184,2014-12-31T01:00:00Z,38.4776420593,42.1166725159,47.1756286621
client_184,2014-12-31T02:00:00Z,40.6826286316,44.1475028992,48.5119972229
client_184,2014-12-31T03:00:00Z,37.5133705139,41.1321983337,45.1653556824
client_184,2014-12-31T04:00:00Z,36.9445495605,40.5102729797,44.9535179138
client_184,2014-12-31T05:00:00Z,37.2210540771,41.4114990234,47.8818473816
client_184,2014-12-31T06:00:00Z,36.6042518616,40.5757446289,45.24842453
client_184,2014-12-31T07:00:00Z,43.2406768799,48.0030250549,53.6002616882
client_184,2014-12-31T08:00:00Z,67.7956542969,75.7867431641,85.3836135864
client_184,2014-12-31T09:00:00Z,79.4314346313,90.252822876,98.9142990112
client_184,2014-12-31T10:00:00Z,84.9992980957,94.223236084,105.8028717041
client_184,2014-12-31T11:00:00Z,79.9454116821,92.0335617065,100.5763626099
client_184,2014-12-31T12:00:00Z,79.3194046021,92.5331726074,103.4394226074
client_184,2014-12-31T13:00:00Z,81.8772277832,90.0891189575,101.0260238647
client_184,2014-12-31T14:00:00Z,78.2535247803,88.6779022217,98.2315979004
client_184,2014-12-31T15:00:00Z,80.1776657104,89.4062728882,102.5901412964
client_184,2014-12-31T16:00:00Z,80.5217285156,89.6271286011,101.525390625
client_184,2014-12-31T17:00:00Z,78.4511260986,88.1719970703,98.2157516479
client_184,2014-12-31T18:00:00Z,77.7452011108,87.4562149048,96.5185470581
client_184,2014-12-31T19:00:00Z,75.3367004395,85.3179168701,97.0151290894
client_184,2014-12-31T20:00:00Z,75.255279541,83.6418228149,95.8166351318
client_184,2014-12-31T21:00:00Z,73.3674240112,80.1993408203,89.5207290649
client_184,2014-12-31T22:00:00Z,48.6510124207,53.6213111877,60.3234672546
client_184,2014-12-31T23:00:00Z,33.0490112305,37.9402961731,43.3963356018
client_184,2015-01-01T00:00:00Z,32.9277496338,37.0836029053,41.4917678833
client_21,2014-12-30T13:00:00Z,21.3339233398,25.1328773499,28.7701587677
client_21,2014-12-30T14:00:00Z,28.073387146,32.8983383179,37.0920257568
client_21,2014-12-30T15:00:00Z,38.6393013,43.8463554382,50.4444122314
client_21,2014-12-30T16:00:00Z,41.9785881042,46.5202331543,52.2837600708
client_21,2014-12-30T17:00:00Z,39.9044036865,46.3636398315,51.7846183777
client_21,2014-12-30T18:00:00Z,43.3106536865,50.2518157959,59.9302520752
client_21,2014-12-30T19:00:00Z,48.9203529358,55.0806427002,62.8249702454
client_21,2014-12-30T20:00:00Z,45.4163513184,52.2245140076,60.0608901978
client_21,2014-12-30T21:00:00Z,36.4521903992,43.8489265442,52.3851623535
client_21,2014-12-30T22:00:00Z,32.2669029236,38.0229949951,44.000667572
client_21,2014-12-30T23:00:00Z,25.9566574097,32.6539611816,39.5647850037
client_21,2014-12-31T00:00:00Z,28.6101093292,32.8456611633,39.4000244141
client_21,2014-12-31T01:00:00Z,23.2962360382,28.4049987793,33.2104682922
client_21,2014-12-31T02:00:00Z,23.2893066406,27.0997104645,30.5267047882
client_21,2014-12-31T03:00:00Z,23.6134319305,26.6221866608,30.0714530945
client_21,2014-12-31T04:00:00Z,22.1537418365,25.4135799408,29.9118919373
client_21,2014-12-31T05:00:00Z,20.9509010315,24.6023597717,27.7533493042
client_21,2014-12-31T06:00:00Z,20.3453063965,23.5864486694,26.6013526917
client_21,2014-12-31T07:00:00Z,19.6948547363,22.9233474731,24.9400138855
client_21,2014-12-31T08:00:00Z,21.7292175293,25.7156581879,29.3998737335
client_21,2014-12-31T09:00:00Z,32.2836227417,39.2646331787,45.0388832092
client_21,2014-12-31T10:00:00Z,40.2392196655,50.1242141724,57.3826026917
client_21,2014-12-31T11:00:00Z,38.9910545349,48.4447021484,58.1421089172
client_21,2014-12-31T12:00:00Z,34.4680252075,43.1751098633,52.4530105591
client_21,2014-12-31T13:00:00Z,17.2802295685,24.3445243835,33.0246429443
client_21,2014-12-31T14:00:00Z,23.7164039612,29.9405593872,36.7823219299
client_21,2014-12-31T15:00:00Z,33.2613677979,41.8877182007,50.3029136658
client_21,2014-12-31T16:00:00Z,34.955368042,43.4844055176,55.0732307434
client_21,2014-12-31T17:00:00Z,35.5192108154,44.9802398682,55.1417007446
client_21,2014-12-31T18:00:00Z,42.137714386,50.9498825073,60.8679428101
client_21,2014-12-31T19:00:00Z,47.4782218933,58.5612068176,69.423789978
client_21,2014-12-31T20:00:00Z,45.2788887024,54.7955055237,65.1711807251
client_21,2014-12-31T21:00:00Z,39.9975471497,45.9031028748,57.689125061
client_21,2014-12-31T22:00:00Z,31.9632797241,39.187915802,47.8144836426
client_21,2014-12-31T23:00:00Z,26.9647769928,33.1415214539,40.6662559509
client_21,2015-01-01T00:00:00Z,27.9858474731,33.5594787598,39.7541809082
client_86,2014-12-30T13:00:00Z,143.353515625,154.864440918,165.8358306885
client_86,2014-12-30T14:00:00Z,133.4601745605,145.8857879639,154.6824493408
client_86,2014-12-30T15:00:00Z,143.5363464355,155.3317565918,167.8269348145
client_86,2014-12-30T16:00:00Z,146.5765991211,157.9057769775,166.931427002
client_86,2014-12-30T17:00:00Z,154.0381164551,163.7525634766,175.4900665283
client_86,2014-12-30T18:00:00Z,169.9878997803,184.0594329834,198.8566589355
client_86,2014-12-30T19:00:00Z,201.4406890869,214.3987884521,232.2241973877
client_86,2014-12-30T20:00:00Z,225.3614044189,238.2475585938,256.6527709961
client_86,2014-12-30T21:00:00Z,226.3634796143,244.4795532227,265.3907775879
client_86,2014-12-30T22:00:00Z,207.8475646973,225.4400024414,243.2101593018
client_86,2014-12-30T23:00:00Z,196.0287322998,210.2297363281,230.7678985596
client_86,2014-12-31T00:00:00Z,170.3251647949,184.9193725586,199.3503570557
client_86,2014-12-31T01:00:00Z,144.3809204102,156.8492736816,171.8369445801
client_86,2014-12-31T02:00:00Z,132.4432373047,141.9985961914,152.4094696045
client_86,2014-12-31T03:00:00Z,116.9662628174,127.4817657471,135.3650817871
client_86,2014-12-31T04:00:00Z,112.9465713501,122.5528793335,130.2403564453
client_86,2014-12-31T05:00:00Z,107.3815460205,117.4906311035,125.1668014526
client_86,2014-12-31T06:00:00Z,107.6533126831,115.6003723145,124.5850372314
client_86,2014-12-31T07:00:00Z,111.0065536499,118.8416061401,127.2951049805
client_86,2014-12-31T08:00:00Z,143.335357666,152.0141448975,165.5303497314
client_86,2014-12-31T09:00:00Z,177.4567108154,191.8943786621,205.7855529785
client_86,2014-12-31T10:00:00Z,155.6444702148,170.2001495361,187.7091064453
client_86,2014-12-31T11:00:00Z,155.6169586182,172.1560821533,187.604309082
client_86,2014-12-31T12:00:00Z,177.0041809082,189.2997283936,207.5721740723
client_86,2014-12-31T13:00:00Z,148.271270752,164.1625671387,184.8617553711
client_86,2014-12-31T14:00:00Z,136.4873199463,150.773651123,169.4155578613
client_86,2014-12-31T15:00:00Z,152.0193328857,163.4666748047,180.8744506836
client_86,2014-12-31T16:00:00Z,149.4694213867,163.0636138916,177.6298065186
client_86,2014-12-31T17:00:00Z,154.6194915771,172.087387085,185.1056976318
client_86,2014-12-31T18:00:00Z,173.9365997314,191.2523498535,205.442199707
client_86,2014-12-31T19:00:00Z,210.7328033447,225.4115447998,245.1099700928
client_86,2014-12-31T20:00:00Z,232.492980957,252.7458343506,266.4913024902
client_86,2014-12-31T21:00:00Z,238.9582672119,260.006439209,276.5933837891
client_86,2014-12-31T22:00:00Z,214.498260498,233.9275970459,252.7212371826
client_86,2014-12-31T23:00:00Z,197.6313323975,215.9836730957,227.8634796143
client_86,2015-01-01T00:00:00Z,176.9689331055,191.6246948242,204.6493377686
client_32,2014-12-30T13:00:00Z,61.5062065125,66.3264923096,71.7185897827
client_32,2014-12-30T14:00:00Z,58.0835113525,62.67628479,68.2777709961
client_32,2014-12-30T15:00:00Z,57.044254303,62.520072937,69.1473236084
client_32,2014-12-30T16:00:00Z,60.957775116,65.55884552,72.5149612427
client_32,2014-12-30T17:00:00Z,62.7908248901,68.0435409546,73.7864990234
client_32,2014-12-30T18:00:00Z,70.1797561646,75.4750747681,84.7547607422
client_32,2014-12-30T19:00:00Z,78.4404830933,85.5769424438,96.1946487427
client_32,2014-12-30T20:00:00Z,76.580947876,84.8464355469,94.330406189
client_32,2014-12-30T21:00:00Z,72.7647323608,80.3461837769,88.9978408813
client_32,2014-12-30T22:00:00Z,66.4897232056,72.9604187012,82.5807723999
client_32,2014-12-30T23:00:00Z,60.3576393127,68.4933395386,75.9254684448
client_32,2014-12-31T00:00:00Z,56.1945495605,61.7735786438,69.1199798584
client_32,2014-12-31T01:00:00Z,49.0341796875,54.7700881958,60.0498962402
client_32,2014-12-31T02:00:00Z,41.9433555603,47.4705657959,52.0756034851
client_32,2014-12-31T03:00:00Z,37.524017334,42.6664123535,47.9026985168
client_32,2014-12-31T04:00:00Z,35.583732605,39.1645889282,44.9063034058
client_32,2014-12-31T05:00:00Z,33.9745979309,38.5640716553,43.3338012695
